,index,surname,first_name,name,birth_date,twitter_url,handle,wikipedia,in_current_parliament
182,474,Duncan,Alan,Alan Duncan,1957-03-31,https://twitter.com/alanduncanmp,@alanduncanmp,https://en.wikipedia.org/wiki/Alan_Duncan,1
183,482,Griffith,Nia,Nia Griffith,1956-12-04,https://twitter.com/NiaGriffithMP,@NiaGriffithMP,https://en.wikipedia.org/wiki/Nia_Griffith,1
184,486,,Martin,Martin Whitfield,1965,https://twitter.com/martwhitfieldmp,@martwhitfieldmp,,1
185,488,O'Brien,Neil,Neil O'Brien,1978-11-06,https://twitter.com/NeilDotObrien,@NeilDotObrien,,1
186,492,Bottomley,Peter,Peter Bottomley,1944-07-30,https://twitter.com/PBottomleyMP,@PBottomleyMP,https://en.wikipedia.org/wiki/Peter_Bottomley,1
187,495,Harris,Rebecca,Rebecca Harris,1967-12-22,https://twitter.com/RebeccaHarrisMP,@RebeccaHarrisMP,https://en.wikipedia.org/wiki/Rebecca_Harris,1
188,497,Tomlinson,Justin,Justin Tomlinson,1976-11-05,https://twitter.com/JustinTomlinson,@JustinTomlinson,https://en.wikipedia.org/wiki/Justin_Tomlinson,1
189,499,,Francie,Francie Molloy,1950-12-16,https://twitter.com/FrancieMolloy,@FrancieMolloy,https://en.wikipedia.org/wiki/Francie_Molloy,1
190,500,Heald,Oliver,Oliver Heald,1954-12-15,https://twitter.com/OliverHealdUK,@OliverHealdUK,https://en.wikipedia.org/wiki/Oliver_Heald,1
191,505,Laing,Eleanor,Eleanor Laing,1958-02-01,https://twitter.com/eleanor4epping,@eleanor4epping,http://en.wikipedia.org/wiki/Eleanor_Laing,1
192,506,Thornberry,Emily,Emily Thornberry,1960-07-27,https://twitter.com/EmilyThornberry,@EmilyThornberry,http://en.wikipedia.org/wiki/Emily_Thornberry,1
193,508,,Paul,Paul Maskey,1967-06-09,https://twitter.com/PaulMaskeyMP,@PaulMaskeyMP,https://en.wikipedia.org/wiki/Paul_Maskey,1
194,509,Cunningham,Jim,Jim Cunningham,1941-02-04,https://twitter.com/jimforcovsouth,@jimforcovsouth,https://en.wikipedia.org/wiki/Jim_Cunningham_%28British_politician%29,1
195,513,,Anne,Anne-Marie Trevelyan,1969-04-06,https://twitter.com/annietrev,@annietrev,https://en.wikipedia.org/wiki/Anne-Marie_Trevelyan,1
196,514,Betts,Clive,Clive Betts,1950-01-13,https://twitter.com/CliveBettsMP,@CliveBettsMP,http://en.wikipedia.org/wiki/Clive_Betts,1
197,515,,David,David Evennett,1949-06-03,https://twitter.com/DavidEvennett,@DavidEvennett,http://en.wikipedia.org/wiki/David_Evennett,1
198,517,Jones,Sarah,Sarah Jones,1972-12-20,https://twitter.com/LabourSJ,@LabourSJ,,1
199,518,,,Priti Patel,1972-03-29,https://twitter.com/pritipatelmp,@pritipatelmp,https://en.wikipedia.org/wiki/Priti_Patel,1
200,519,Dodds,Nigel,Nigel Dodds,1958-08-20,https://twitter.com/NigelDoddsDUP,@NigelDoddsDUP,https://en.wikipedia.org/wiki/Nigel_Dodds,1
201,520,,Tonia,Tonia Antoniazzi,1971-10-05,https://twitter.com/ToniaAntoniazzi,@ToniaAntoniazzi,,1
202,525,Hendry,Drew,Drew Hendry,1964-05-31,https://twitter.com/drewhendrysnp,@drewhendrysnp,http://en.wikipedia.org/wiki/Drew_Hendry,1
203,527,Green,Kate,Kate Green,1960-05-02,https://twitter.com/KateGreenSU,@KateGreenSU,https://en.wikipedia.org/wiki/Kate_Green,1
204,528,Reeves,Rachel,Rachel Reeves,1979-02-13,https://twitter.com/RachelReevesMP,@RachelReevesMP,https://en.wikipedia.org/wiki/Rachel_Reeves,1
205,530,Shah,,Naseem Shah,1973-11-13,https://twitter.com/nazshahbfd,@nazshahbfd,https://en.wikipedia.org/wiki/Naseem_Shah,1
206,534,Ross,Douglas,Douglas Ross,1983-01-27,https://twitter.com/Douglas4Moray,@Douglas4Moray,,1
207,536,Walker,Robin,Robin Walker,1978-04-12,https://twitter.com/walkerworcester,@walkerworcester,https://en.wikipedia.org/wiki/Robin_Walker,1
208,537,Furniss,Gill,Gill Furniss,1957-03-14,https://twitter.com/gillfurnissmp,@gillfurnissmp,,1
209,540,,Alex,Alex Burghart,1977,https://twitter.com/alexburghart,@alexburghart,,1
210,542,Rashid,Faisal,Faisal Rashid,1972-09-06,https://twitter.com/FaisalRashid6,@FaisalRashid6,,1
211,545,Hurd,Nick,Nick Hurd,1962-05-13,https://twitter.com/NickHurdUK,@NickHurdUK,https://en.wikipedia.org/wiki/Nick_Hurd,1
212,553,,Lee,Lee Rowley,1980-09-11,https://twitter.com/Lee4NED,@Lee4NED,,1
213,556,Lloyd,Stephen,Stephen Lloyd,1957-06-15,https://twitter.com/StephenLloydEBN,@StephenLloydEBN,,1
214,560,Soames,Nicholas,Nicholas Soames,1948-02-12,https://twitter.com/NSoames,@NSoames,https://en.wikipedia.org/wiki/Nicholas_Soames,1
215,561,Newton,Sarah,Sarah Newton,1961-07-19,https://twitter.com/SNewtonUK,@SNewtonUK,https://en.wikipedia.org/wiki/Sarah_Newton,1
216,562,,,Nusrat Ghani,1972-09-01,https://twitter.com/nus_ghani,@nus_ghani,https://en.wikipedia.org/wiki/Nusrat_Ghani,1
217,572,Khan,Mohammed,Afzal Khan,1958-04-05,https://twitter.com/Afzal4Gorton,@Afzal4Gorton,,1
218,573,Grady,Patrick,Patrick Grady,1980-02-05,https://twitter.com/gradysnp,@gradysnp,https://en.wikipedia.org/wiki/Patrick_Grady,1
219,577,Freer,Mike,Mike Freer,1960-05-29,https://twitter.com/mikefreermp,@mikefreermp,https://en.wikipedia.org/wiki/Mike_Freer,1
220,580,Benyon,Richard,Richard Benyon,1960-10-21,https://twitter.com/RichardBenyonMP,@RichardBenyonMP,http://en.wikipedia.org/wiki/Richard_Benyon,1
221,582,Hussain,Imran,Imran Hussain,1978-06-07,https://twitter.com/Imran_HussainMP,@Imran_HussainMP,https://en.wikipedia.org/wiki/Imran_Hussain_%28British_politician%29,1
222,586,Goldsmith,Frank,Zac Goldsmith,1975-01-20,https://twitter.com/ZacGoldsmith,@ZacGoldsmith,https://en.wikipedia.org/wiki/Zac_Goldsmith,1
223,587,Perkins,Toby,Toby Perkins,1970-08-12,https://twitter.com/tobyperkinsmp,@tobyperkinsmp,https://en.wikipedia.org/wiki/Toby_Perkins,1
224,588,,Alexander,Alistair Carmichael,1965-07-15,https://twitter.com/amcarmichaelMP,@amcarmichaelMP,https://en.wikipedia.org/wiki/Alistair_Carmichael,1
225,591,Phillips,Jess,Jess Phillips,1981-10-09,https://twitter.com/jessphillips,@jessphillips,https://en.wikipedia.org/wiki/Jess_Phillips_%28politician%29,1
226,593,,Stephen,Stephen Doughty,1980-04-15,https://twitter.com/SDoughtyMP,@SDoughtyMP,https://en.wikipedia.org/wiki/Stephen_Doughty,1
227,595,,Vernon,Vernon Coaker,1953-06-17,https://twitter.com/Vernon_Coaker,@Vernon_Coaker,https://en.wikipedia.org/wiki/Vernon_Coaker,1
228,596,,Peter,Peter Dowd,1957-06-20,https://twitter.com/peter_dowd,@peter_dowd,https://en.wikipedia.org/wiki/Peter_Dowd,1
229,597,Gray,James,James Gray,1954-11-07,https://twitter.com/JGray,@JGray,https://en.wikipedia.org/wiki/James_Gray_(British_politician),1
230,599,Crouch,Tracey,Tracey Crouch,1975-07-24,https://twitter.com/tracey_crouch,@tracey_crouch,https://en.wikipedia.org/wiki/Tracey_Crouch,1
231,600,Atkins,Victoria,Victoria Atkins,1976-03-22,https://twitter.com/vmatkins,@vmatkins,https://en.wikipedia.org/wiki/Victoria_Atkins,1
232,602,,Roberta,Roberta Blackman-Woods,1957-08-16,https://twitter.com/robertabwMP,@robertabwMP,https://en.wikipedia.org/wiki/Roberta_Blackman-Woods,1
233,609,,Melanie,Melanie Onn,1979-06-19,https://twitter.com/onnmel,@onnmel,https://en.wikipedia.org/wiki/Melanie_Onn,1
234,611,,Holly,Holly Lynch,1986-10-08,https://twitter.com/hollylynch5,@hollylynch5,https://en.wikipedia.org/wiki/Holly_Walker-Lynch,1
235,613,Davies,,Mims Davies,1975-06-02,https://twitter.com/mimsdavies,@mimsdavies,https://en.wikipedia.org/wiki/Mims_Davies,1
236,614,Pengelly,Emma,Emma Little Pengelly,1979-12-31,https://twitter.com/little_pengelly,@little_pengelly,,1
237,615,Stone,Jamie,Jamie Stone,1954-06-16,https://twitter.com/JamieHWStone,@JamieHWStone,,1
238,617,Mercer,Johnny,Johnny Mercer,1981-08-17,https://twitter.com/JohnnyMercerUK,@JohnnyMercerUK,https://en.wikipedia.org/wiki/Johnny_Mercer_%28politician%29,1
239,624,Prisk,Mark,Mark Prisk,1962-06-12,https://twitter.com/PriskMark,@PriskMark,https://en.wikipedia.org/wiki/Mark_Prisk,1
240,627,Glen,John,John Glen,1974-04-01,https://twitter.com/JohnGlenMP,@JohnGlenMP,https://en.wikipedia.org/wiki/John_Glen_(politician),1
241,628,Rowley,Danielle,Danielle Rowley,1989,https://twitter.com/DaniRowley,@DaniRowley,,1
242,633,Blackman,Bob,Bob Blackman,1956-04-26,https://twitter.com/BobBlackman,@BobBlackman,https://en.wikipedia.org/wiki/Bob_Blackman_(politician),1
243,635,,Peter,Peter Aldous,1961-08-26,https://twitter.com/peter_aldous,@peter_aldous,https://en.wikipedia.org/wiki/Peter_Aldous,1
244,636,,John,John Whittingdale,1959-10-16,https://twitter.com/jwhittingdale,@jwhittingdale,https://en.wikipedia.org/wiki/John_Whittingdale,1
245,637,McDonald,Stuart,Stuart McDonald,1978-05-02,https://twitter.com/stuart_mcdonald,@stuart_mcdonald,https://en.wikipedia.org/wiki/Stuart_McDonald_(Scottish_politician),1
246,639,Stevens,Joanna,Jo Stevens,1966-09-06,https://twitter.com/jostevenslabour,@jostevenslabour,https://en.wikipedia.org/wiki/Jo_Stevens,1
247,641,Moon,Madeleine,Madeleine Moon,1950-03-27,https://twitter.com/MadeleineMoon,@MadeleineMoon,https://en.wikipedia.org/wiki/Madeleine_Moon,1
248,642,,Fiona,Fiona Onasanya,1983-08,https://twitter.com/FionaOnasanyaMP,@FionaOnasanyaMP,,1
249,646,Abbott,Diane,Diane Abbott,1953-09-27,https://twitter.com/HackneyAbbott,@HackneyAbbott,https://en.wikipedia.org/wiki/Diane_Abbott,1
250,647,MacKinlay,Craig,Craig Mackinlay,1966-10-07,https://twitter.com/cmackinlay,@cmackinlay,https://en.wikipedia.org/wiki/Craig_Mackinlay,1
251,649,Keegan,Gillian,Gillian Keegan,,https://twitter.com/GillianKeegan,@GillianKeegan,,1
252,651,Jones,Susan,Susan Elan Jones,1968-06-01,https://twitter.com/susanelanjones,@susanelanjones,http://en.wikipedia.org/wiki/Susan_Jones,1
253,654,Smith,Eleanor,Eleanor Smith,1957-07-05,https://twitter.com/Eleanor_SmithMP,@Eleanor_SmithMP,,1
254,657,Wollaston,Sarah,Sarah Wollaston,1962-02-17,https://twitter.com/sarahwollaston,@sarahwollaston,https://en.wikipedia.org/wiki/Sarah_Wollaston,1
255,661,,,Kemi Badenoch,1980-01,https://twitter.com/KemiBadenoch,@KemiBadenoch,,1
256,662,Mann,John,John Mann,1960-01-10,https://twitter.com/JohnMannMP,@JohnMannMP,https://en.wikipedia.org/wiki/John_Mann_(British_politician),1
257,664,Leadsom,Andrea,Andrea Leadsom,1963-05-13,https://twitter.com/andrealeadsom,@andrealeadsom,https://en.wikipedia.org/wiki/Andrea_Leadsom,1
258,667,,Louise,Louise Haigh,1987-07-22,https://twitter.com/louhaigh,@louhaigh,https://en.wikipedia.org/wiki/Louise_Haigh,1
259,669,Smith,Chloe,Chloe Smith,1982-05-17,https://twitter.com/NorwichChloe,@NorwichChloe,https://en.wikipedia.org/wiki/Chloe_Smith,1
260,672,Lake,Ben,Ben Lake,1993-01-22,https://twitter.com/BenMLake,@BenMLake,,1
261,674,Wilson,Sammy,Sammy Wilson,1953-04-04,https://twitter.com/eastantrimmp,@eastantrimmp,https://en.wikipedia.org/wiki/Sammy_Wilson_(politician),1
262,675,Greening,Justine,Justine Greening,1969-04-30,https://twitter.com/JustineGreening,@JustineGreening,https://en.wikipedia.org/wiki/Justine_Greening,1
263,679,,Charlie,Charlie Elphicke,1971-03-14,https://twitter.com/CharlieElphicke,@CharlieElphicke,https://en.wikipedia.org/wiki/Charlie_Elphicke,1
264,682,Andrew,Stuart,Stuart Andrew,1971-11-25,https://twitter.com/StuartAndrewMP,@StuartAndrewMP,https://en.wikipedia.org/wiki/Stuart_Andrew,1
265,684,Warman,Matt,Matt Warman,1981-09-01,https://twitter.com/mattwarman,@mattwarman,https://en.wikipedia.org/wiki/Matt_Warman,1
266,685,Chapman,Jennifer,Jenny Chapman,1973-09-25,https://twitter.com/JennyChapman,@JennyChapman,https://en.wikipedia.org/wiki/Jenny_Chapman,1
267,686,Hanson,David,David Hanson,1957-07-05,https://twitter.com/DavidHansonMP,@DavidHansonMP,https://en.wikipedia.org/wiki/David_Hanson_(politician),1
268,687,Smith,Jeff,Jeff Smith,1963-01-26,https://twitter.com/jeffsmithetc,@jeffsmithetc,https://en.wikipedia.org/wiki/Jeff_Smith_%28British_politician%29,1
269,688,Hammond,Philip,Philip Hammond,1955-12-04,https://twitter.com/phammondmp,@phammondmp,https://en.wikipedia.org/wiki/Philip_Hammond,1
270,689,Davies,Philip,Philip Davies,1972-01-05,https://twitter.com/PhilipDaviesUK,@PhilipDaviesUK,http://en.wikipedia.org/wiki/Philip_Davies,1
271,691,,Paul,Paul Scully,1968-04-29,https://twitter.com/scullyp,@scullyp,https://en.wikipedia.org/wiki/Paul_Scully,1
272,693,Swayne,Desmond,Desmond Swayne,1956-08-20,https://twitter.com/DesmondSwayne,@DesmondSwayne,https://en.wikipedia.org/wiki/Desmond_Swayne,1
273,704,Gill,,Preet Kaur Gill,1972-11,https://twitter.com/PreetKGillMP,@PreetKGillMP,,1
274,705,Turley,Anna,Anna Turley,1978-10-09,https://twitter.com/annaturley,@annaturley,https://en.wikipedia.org/wiki/Anna_Turley,1
275,706,Ford,Vicky,Vicky Ford,1967-09-21,https://twitter.com/vickyford,@vickyford,,1
276,709,Duffield,Rosie,Rosie Duffield,1971-07-01,https://twitter.com/RosieDuffield1,@RosieDuffield1,,1
277,710,Penrose,John,John Penrose,1964-06-22,https://twitter.com/JohnPenroseNews,@JohnPenroseNews,https://en.wikipedia.org/wiki/John_Penrose,1
278,713,,Huw,Huw Merriman,1973-07-13,https://twitter.com/huwmerriman,@huwmerriman,https://en.wikipedia.org/wiki/Huw_Merriman,1
279,715,George,Ruth,Ruth George,1969-11-27,https://twitter.com/RuthGeorge6,@RuthGeorge6,,1
280,716,Mearns,Ian,Ian Mearns,1957-04-21,https://twitter.com/IanMearnsMP,@IanMearnsMP,http://en.wikipedia.org/wiki/Ian_Mearns,1
281,718,,Matthew,Matthew Pennycook,1982-10-29,https://twitter.com/mtpennycook,@mtpennycook,https://en.wikipedia.org/wiki/Matthew_Pennycook,1
282,720,,Rupa,Rupa Huq,1972-03-02,https://twitter.com/rupahuq,@rupahuq,https://en.wikipedia.org/wiki/Rupa_Huq,1
283,722,Robinson,Geoffrey,Geoffrey Robinson,1938-05-25,https://twitter.com/Geoffrey4CovNW,@Geoffrey4CovNW,https://en.wikipedia.org/wiki/Geoffrey_Robinson,1
284,725,Clarke,Simon,Simon Clarke,1984-09-28,https://twitter.com/SimonClarke84,@SimonClarke84,,1
285,726,,Shabana,Shabana Mahmood,1980-09-17,https://twitter.com/ShabanaMahmood,@ShabanaMahmood,http://en.wikipedia.org/wiki/Shabana_Mahmood,1
286,727,Watson,Thomas,Tom Watson,1967-01-08,https://twitter.com/tom_watson,@tom_watson,https://en.wikipedia.org/wiki/Tom_Watson_(Labour_politician),1
287,730,Field,Frank,Frank Field,1942-07-16,https://twitter.com/frankfieldteam,@frankfieldteam,https://en.wikipedia.org/wiki/Frank_Field_(British_politician),1
288,733,Dunne,Philip,Philip Dunne,1958-08-14,https://twitter.com/dunne4ludlow,@dunne4ludlow,http://en.wikipedia.org/wiki/Philip_Dunne_(born_1958),1
289,738,Spencer,Mark,Mark Spencer,1970-01-20,https://twitter.com/Mark_Spencer,@Mark_Spencer,https://en.wikipedia.org/wiki/Mark_Spencer_(British_politician),1
290,741,Morgan,Stephen,Stephen Morgan,1981-01-17,https://twitter.com/sjmorganuk,@sjmorganuk,,1
291,742,Jones,David,David Jones,1952-03-22,https://twitter.com/voteDavidJones,@voteDavidJones,https://en.wikipedia.org/wiki/David_Jones_(MP_for_Clwyd_West),1
292,744,,,Rehman Chishti,1978-10-04,https://twitter.com/Rehman_Chishti,@Rehman_Chishti,https://en.wikipedia.org/wiki/Rehman_Chishti,1
293,745,Leigh,Edward,Edward Leigh,1950-07-20,https://twitter.com/EdwardLeighUK,@EdwardLeighUK,https://en.wikipedia.org/wiki/Edward_Leigh,1
294,746,Cryer,John,John Cryer,1964-04-11,https://twitter.com/JohnCryerMP,@JohnCryerMP,https://en.wikipedia.org/wiki/John_Cryer,1
295,747,Lucas,Ian,Ian Lucas,1960-09-18,https://twitter.com/IanCLucas,@IanCLucas,http://en.wikipedia.org/wiki/Ian_Lucas,1
296,748,Buck,Karen,Karen Buck,1958-08-30,https://twitter.com/KarenPBuckMP,@KarenPBuckMP,http://en.wikipedia.org/wiki/Karen_Buck,1
297,753,,Tom,Thomas Tugendhat,1973-06-27,https://twitter.com/tomtugendhat,@tomtugendhat,https://en.wikipedia.org/wiki/Thomas_Tugendhat,1
298,754,,Jacob,Jacob Rees-Mogg,1969-05-24,https://twitter.com/Jacob_Rees_Mogg,@Jacob_Rees_Mogg,https://en.wikipedia.org/wiki/Jacob_Rees-Mogg,1
299,759,,Ruth,Ruth Smeeth,1979-06-29,https://twitter.com/ruthsmeeth,@ruthsmeeth,https://en.wikipedia.org/wiki/Ruth_Smeeth,1
300,761,Hollern,Kate,Kate Hollern,1955-04-12,https://twitter.com/kate_hollernmp,@kate_hollernmp,https://en.wikipedia.org/wiki/Kate_Hollern,1
301,763,Sweeney,Paul,Paul Sweeney,1989-01-16,https://twitter.com/PaulJSweeney,@PaulJSweeney,,1
302,766,Jones,Gerald,Gerald Jones,1970-08-21,https://twitter.com/geraldjoneslab,@geraldjoneslab,https://en.wikipedia.org/wiki/Gerald_Jones,1
303,768,,,Bambos Charalambous,1967-12-02,https://twitter.com/Bambos4MP,@Bambos4MP,,1
304,769,Rutley,David,David Rutley,1961-03-07,https://twitter.com/DavidRutley,@DavidRutley,https://en.wikipedia.org/wiki/David_Rutley,1
305,773,Stevenson,John,John Stevenson,1963-07-04,https://twitter.com/John4Carlisle,@John4Carlisle,https://en.wikipedia.org/wiki/John_Stevenson_(British_politician),1
306,778,Davis,David,David Davis,1948-12-23,https://twitter.com/DavidDavisMP,@DavidDavisMP,https://en.wikipedia.org/wiki/David_Davis_(British_politician),1
307,780,Brown,Lyn,Lyn Brown,1960-04-13,https://twitter.com/lynbrownmp,@lynbrownmp,https://en.wikipedia.org/wiki/Lyn_Brown_%28politician%29,1
308,781,,Yvonne,Yvonne Fovargue,1956-11-29,https://twitter.com/Y_FovargueMP,@Y_FovargueMP,https://en.wikipedia.org/wiki/Yvonne_Fovargue,1
309,784,,Andrew,Andrew Stephenson,1981-02-17,https://twitter.com/Andrew4Pendle,@Andrew4Pendle,https://en.wikipedia.org/wiki/Andrew_Stephenson,1
310,786,Lopresti,Jack,Jack Lopresti,1969-08-23,https://twitter.com/JackLopresti,@JackLopresti,https://en.wikipedia.org/wiki/Jack_Lopresti,1
311,789,Rees,Christina,Christina Rees,1954-02-21,https://twitter.com/rees4neath,@rees4neath,https://en.wikipedia.org/wiki/Christina_Rees_%28politician%29,1
312,790,Cairns,Alun,Alun Cairns,1970-07-30,https://twitter.com/AlunCairns,@AlunCairns,https://en.wikipedia.org/wiki/Alun_Cairns,1
313,791,,Jackie,Jackie Doyle-Price,1969-08-05,https://twitter.com/JACKIEDP,@JACKIEDP,https://en.wikipedia.org/wiki/Jackie_Doyle-Price,1
314,792,Smith,Julian,Julian Smith,1971-08-30,https://twitter.com/JulianSmithuk,@JulianSmithuk,https://en.wikipedia.org/wiki/Julian_Smith_(politician),1
315,798,Wheeler,Heather,Heather Wheeler,1959-05-14,https://twitter.com/HeatherWheeler,@HeatherWheeler,https://en.wikipedia.org/wiki/Heather_Wheeler,1
316,799,Byrne,Liam,Liam Byrne,1970-10-02,https://twitter.com/LiamByrneMP,@LiamByrneMP,http://en.wikipedia.org/wiki/Liam_Byrne,1
317,801,Davies,David,David Davies,1970-06-01,https://twitter.com/davidtcdavies,@davidtcdavies,https://en.wikipedia.org/wiki/David_Davies_(Welsh_politician),1
318,803,,Marion,Marion Fellows,1949-05-05,https://twitter.com/marionfellows,@marionfellows,https://en.wikipedia.org/wiki/Marion_Fellows,1
319,806,Pritchard,Mark,Mark Pritchard,1966-11-22,https://twitter.com/MPritchardUK,@MPritchardUK,https://en.wikipedia.org/wiki/Mark_Pritchard_%28politician%29,1
320,810,Foxcroft,Vicky,Vicky Foxcroft,1977-03-09,https://twitter.com/vickyfoxcroft,@vickyfoxcroft,https://en.wikipedia.org/wiki/Vicky_Foxcroft,1
321,811,Griffiths,Andrew,Andrew Griffiths,1970-10-19,https://twitter.com/AndrewGriffiths,@AndrewGriffiths,https://en.wikipedia.org/wiki/Andrew_Griffiths_(politician),1
322,812,Barclay,Stephen,Stephen Barclay,1972-06-30,https://twitter.com/SteveBarclay,@SteveBarclay,https://en.wikipedia.org/wiki/Stephen_Barclay,1
323,814,,Anne,Anne Marie Morris,1957-07-05,https://twitter.com/AnneMarieMorris,@AnneMarieMorris,https://en.wikipedia.org/wiki/Anne_Marie_Morris,1
324,815,Jones,Graham,Graham Jones,1966-03-03,https://twitter.com/GrahamJones_MP,@GrahamJones_MP,https://en.wikipedia.org/wiki/Graham_Jones_(politician),1
325,816,Williams,Paul,Paul Williams,1972-08-23,https://twitter.com/paulwilliamsmp,@paulwilliamsmp,,1
326,817,Esterson,Bill,Bill Esterson,1966-10-27,https://twitter.com/Bill_Esterson,@Bill_Esterson,https://en.wikipedia.org/wiki/Bill_Esterson,1
327,819,Reynolds,Jonathan,Jonathan Reynolds,1980-08-28,https://twitter.com/jreynoldsMP,@jreynoldsMP,https://en.wikipedia.org/wiki/Jonathan_Reynolds,1
328,821,Masterton,Paul,Paul Masterton,1985-11-02,https://twitter.com/PM4EastRen,@PM4EastRen,,1
329,822,Norman,Jesse,Jesse Norman,1962-06-23,https://twitter.com/Jesse_Norman,@Jesse_Norman,https://en.wikipedia.org/wiki/Jesse_Norman,1
330,823,Newlands,Gavin,Gavin Newlands,1980-02-02,https://twitter.com/GavNewlandsSNP,@GavNewlandsSNP,https://en.wikipedia.org/wiki/Gavin_Newlands,1
331,826,Greenwood,Lilian,Lilian Greenwood,1966-03-26,https://twitter.com/LilianGreenwood,@LilianGreenwood,https://en.wikipedia.org/wiki/Lilian_Greenwood,1
332,830,Howell,John,John Howell,1955-07-27,https://twitter.com/JHowellUK,@JHowellUK,https://en.wikipedia.org/wiki/John_Howell_(politician),1
333,831,Tami,Mark,Mark Tami,1962-10-03,https://twitter.com/MarkTamiMP,@MarkTamiMP,https://en.wikipedia.org/wiki/Mark_Tami,1
334,832,Gibb,Nick,Nick Gibb,1960-09-03,https://twitter.com/nickgibbuk,@nickgibbuk,https://en.wikipedia.org/wiki/Nick_Gibb,1
335,833,Hall,Luke,Luke Hall,1986-07-08,https://twitter.com/LukeHallMP,@LukeHallMP,http://en.wikipedia.org/wiki/Luke_Hall_%28politician%29,1
336,834,Daby,Janet,Janet Daby,1970-12-15,https://twitter.com/JanetDaby,@JanetDaby,,1
337,835,,Hugh,Hugh Gaffney,1963-08-10,https://twitter.com/HughGaffneyMP,@HughGaffneyMP,,1
338,839,Skidmore,Chris,Chris Skidmore,1981-05-17,https://twitter.com/CSkidmoreUK,@CSkidmoreUK,https://en.wikipedia.org/wiki/Chris_Skidmore,1
339,844,Hayes,Helen,Helen Hayes,1974-08-08,https://twitter.com/helenhayes_,@helenhayes_,https://en.wikipedia.org/wiki/Helen_Hayes_%28politician%29,1
340,850,Gove,Michael,Michael Gove,1967-08-26,https://twitter.com/michaelgove,@michaelgove,https://en.wikipedia.org/wiki/Michael_Gove,1
341,854,Throup,Maggie,Maggie Throup,1957-01-27,https://twitter.com/mthroup,@mthroup,https://en.wikipedia.org/wiki/Maggie_Throup,1
342,855,Smith,Angela,Angela Smith,1961-08-16,https://twitter.com/angelasmithmp,@angelasmithmp,https://en.wikipedia.org/wiki/Angela_C._Smith,1
343,856,Lord,Jonathan,Jonathan Lord,1962-09-17,https://twitter.com/JonathanLord,@JonathanLord,https://en.wikipedia.org/wiki/Jonathan_Lord,1
344,858,Davies,Geraint,Geraint Davies,1960-05-03,https://twitter.com/GeraintDaviesMP,@GeraintDaviesMP,https://en.wikipedia.org/wiki/Geraint_Davies_(Labour_politician),1
345,861,Cruddas,Jon,Jon Cruddas,1962-04-07,https://twitter.com/JonCruddas_1,@JonCruddas_1,https://en.wikipedia.org/wiki/Jon_Cruddas,1
346,863,Vickers,Martin,Martin Vickers,1950-09-13,https://twitter.com/martinvickersmp,@martinvickersmp,http://en.wikipedia.org/wiki/Martin_Vickers,1
347,868,,Kate,Kate Osamor,1968-08-15,https://twitter.com/kateosamor,@kateosamor,https://en.wikipedia.org/wiki/Kate_Osamor,1
348,869,Dodds,Anneliese,Anneliese Dodds,1978-03-16,https://twitter.com/AnnelieseDodds,@AnnelieseDodds,,1
349,872,,Hilary,Hilary Benn,1953-11-26,https://twitter.com/hilarybennmp,@hilarybennmp,https://en.wikipedia.org/wiki/Hilary_Benn,1
350,879,Johnson,Diana,Diana R. Johnson,1966-07-25,https://twitter.com/DianaJohnsonMP,@DianaJohnsonMP,https://en.wikipedia.org/wiki/Diana_Johnson,1
351,880,Flint,Caroline,Caroline Flint,1961-09-20,https://twitter.com/CarolineFlintMP,@CarolineFlintMP,https://en.wikipedia.org/wiki/Caroline_Flint,1
352,881,Mundell,David,David Mundell,1962-05-27,https://twitter.com/davidmundelldct,@davidmundelldct,https://en.wikipedia.org/wiki/David_Mundell,1
353,885,Black,Mhairi,Mhairi Black,1994-09-12,https://twitter.com/mhairi1921,@mhairi1921,https://en.wikipedia.org/wiki/Mhairi_Black,1
354,888,Dakin,Nic,Nicholas Dakin,1955-07-10,https://twitter.com/NicDakin4MP,@NicDakin4MP,https://en.wikipedia.org/wiki/Nicholas_Dakin,1
355,889,Walker,Thelma,Thelma Walker,1957-04-07,https://twitter.com/Red_thelma,@Red_thelma,,1
356,891,Baldwin,Harriett,Harriett Baldwin,1960-05-02,https://twitter.com/hbaldwin,@hbaldwin,https://en.wikipedia.org/wiki/Harriett_Baldwin,1
357,893,Sturdy,Julian,Julian Sturdy,1971-06-03,https://twitter.com/Juliansturdy,@Juliansturdy,https://en.wikipedia.org/wiki/Julian_Sturdy,1
358,895,Thomas,Gareth,Gareth Thomas,1967-07-15,https://twitter.com/GarethThomasMP,@GarethThomasMP,https://en.wikipedia.org/wiki/Gareth_Thomas_(English_politician),1
359,898,,Tim,Tim Loughton,1962-05-30,https://twitter.com/timloughton,@timloughton,https://en.wikipedia.org/wiki/Tim_Loughton,1
360,908,Paisley,Ian,Ian Paisley Jnr,1966-12-12,https://twitter.com/ianpaisleymp,@ianpaisleymp,https://en.wikipedia.org/wiki/Ian_Paisley_Jnr,1
361,911,Holloway,Adam,Adam Holloway,1965-07-29,https://twitter.com/AdamHollowayMP,@AdamHollowayMP,https://en.wikipedia.org/wiki/Adam_Holloway,1
362,912,Bridgen,Andrew,Andrew Bridgen,1964-10-28,https://twitter.com/ABridgen,@ABridgen,https://en.wikipedia.org/wiki/Andrew_Bridgen,1
